task_id,specification,input_ports,clock_ports,reset_ports,sequential_task,reset_exposed,reset_behavior_specified,power_on_or_initial_state_language_explicit,uninitialized_state_prohibited,comprehensive_reset_coverage_required,native_unknown_initial_state_scoring,intent_sufficient_for_ref_xprop_001,functional_oracle,manual_review,evidence
cvdp_copilot_morse_code_0001,cvdp_copilot_morse_code_0001:input.prompt,"('ascii_in',)",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_morse_code_0014,cvdp_copilot_morse_code_0014:input.prompt,"('ascii_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_moving_average_0001,cvdp_copilot_moving_average_0001:input.prompt,"('clk', 'reset')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_moving_average_0005,cvdp_copilot_moving_average_0005:input.prompt,"('clk', 'reset', 'data_in')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_mux_synch_0001,cvdp_copilot_mux_synch_0001:input.prompt,"('data_in', 'req', 'dst_clk', 'src_clk', 'nrst')","('dst_clk', 'src_clk')","('nrst',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: dst_clk, src_clk', 'reset ports: nrst', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_mux_synch_0011,cvdp_copilot_mux_synch_0011:input.prompt,"('data_in', 'req', 'dst_clk', 'src_clk', 'nrst')","('dst_clk', 'src_clk')","('nrst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: dst_clk, src_clk', 'reset ports: nrst', 'specification states reset behavior')"
cvdp_copilot_nbit_swizzling_0001,cvdp_copilot_nbit_swizzling_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_nbit_swizzling_0014,cvdp_copilot_nbit_swizzling_0014:input.prompt,"('data_in', 'sel')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_nbit_swizzling_0020,cvdp_copilot_nbit_swizzling_0020:input.prompt,"('data_in', 'sel')",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_neuromorphic_array_0001,cvdp_copilot_neuromorphic_array_0001:input.prompt,"('ui_in', 'uio_in', 'clk', 'rst_n')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_one_hot_address_0001,cvdp_copilot_one_hot_address_0001:input.prompt,"('clk', 'rst_async_n', 'i_config', 'i_start', 'o_ready')","('clk',)","('rst_async_n',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_async_n')"
cvdp_copilot_packet_controller_0001,cvdp_copilot_packet_controller_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_palindrome_3b_0002,cvdp_copilot_palindrome_3b_0002:input.prompt,"('clk', 'reset', 'bit_stream')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_password_generator_0001,cvdp_copilot_password_generator_0001:input.prompt,"('clk', 'reset')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_perceptron_0001,cvdp_copilot_perceptron_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_perceptron_0006,cvdp_copilot_perceptron_0006:input.prompt,"('clk', 'rst_n', 'x1', 'x2', 'learning_rate', 'threshold', 'gate_select')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_perceptron_0013,cvdp_copilot_perceptron_0013:input.prompt,"('clk', 'rst_n', 'x1', 'x2', 'learning_rate', 'threshold', 'gate_select')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_perf_counters_0001,cvdp_copilot_perf_counters_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_perfect_squares_0001,cvdp_copilot_perfect_squares_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_ping_pong_buffer_0001,cvdp_copilot_ping_pong_buffer_0001:input.prompt,"('clk', 'rst_n', 'write_enable', 'read_enable', 'data_in')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_pipeline_mac_0017,cvdp_copilot_pipeline_mac_0017:input.prompt,"('clk', 'rstn', 'multiplicand', 'multiplier', 'valid_i')","('clk',)","('rstn',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rstn', 'specification states reset behavior')"
cvdp_copilot_piso_0001,cvdp_copilot_piso_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_pkt_detector_0001,cvdp_copilot_pkt_detector_0001:input.prompt,"('reset', 'clk', 'data_in', 'data_k_flag')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_prbs_gen_0003,cvdp_copilot_prbs_gen_0003:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_prim_max_0001,cvdp_copilot_prim_max_0001:input.prompt,"('clk_i', 'rst_ni', 'values_i', 'valid_i')","('clk_i',)","('rst_ni',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk_i', 'reset ports: rst_ni')"
cvdp_copilot_radix2_div_0001,cvdp_copilot_radix2_div_0001:input.prompt,"('clk', 'rst_n', 'start', 'dividend', 'divisor')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_reed_solomon_encoder_and_decoder_0005,cvdp_copilot_reed_solomon_encoder_and_decoder_0005:input.prompt,"('clk', 'reset', 'enable', 'data_in', 'valid_in')","('clk',)","('reset',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_register_file_2R1W_0006,cvdp_copilot_register_file_2R1W_0006:input.prompt,"('din', 'wad1', 'rad1', 'rad2', 'wen1', 'ren1', 'ren2', 'clk', 'resetn')","('clk',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: clk',)"
cvdp_copilot_register_file_2R1W_0013,cvdp_copilot_register_file_2R1W_0013:input.prompt,"('din', 'wad1', 'rad1', 'rad2', 'wen1', 'ren1', 'ren2', 'clk', 'resetn')","('clk',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: clk',)"
cvdp_copilot_restoring_division_0001,cvdp_copilot_restoring_division_0001:input.prompt,"('clk', 'rst', 'start')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_reverse_bits_0001,cvdp_copilot_reverse_bits_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_rgb2ycbcr_0001,cvdp_copilot_rgb2ycbcr_0001:input.prompt,"('aclk', 'aresetn', 's_axis_tdata', 's_axis_tvalid', 's_axis_tlast', 's_axis_tuser', 'm_axis_tready')","('aclk',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: aclk',)"
cvdp_copilot_round_robin_arbiter_0005,cvdp_copilot_round_robin_arbiter_0005:input.prompt,"('clk', 'rstn', 'req')","('clk',)","('rstn',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rstn', 'specification states reset behavior')"
cvdp_copilot_rounding_0001,cvdp_copilot_rounding_0001:input.prompt,"('in_data', 'sign', 'roundin', 'stickyin', 'rm')",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_rs_232_0001,cvdp_copilot_rs_232_0001:input.prompt,"('reset_neg', 'clock', 'tx_datain_ready', 'Present_Processing_Completed', 'tx_datain')","('clock',)","('reset_neg',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clock', 'reset ports: reset_neg', 'specification states reset behavior')"
cvdp_copilot_run_length_0001,cvdp_copilot_run_length_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_run_length_0007,cvdp_copilot_run_length_0007:input.prompt,"('clk', 'reset_n')","('clk',)","('reset_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset_n', 'specification states reset behavior')"
cvdp_copilot_scrambler_0001,cvdp_copilot_scrambler_0001:input.prompt,"('clk', 'rst_n', 'data_in', 'mode')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_scrambler_0009,cvdp_copilot_scrambler_0009:input.prompt,"('clk', 'rst_n', 'i_valid', 'in_data')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_scrambler_0018,cvdp_copilot_scrambler_0018:input.prompt,"('clk', 'rst_n', 'i_valid', 'in_data')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_scrambler_0024,cvdp_copilot_scrambler_0024:input.prompt,"('in_data',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_sdram_controller_0001,cvdp_copilot_sdram_controller_0001:input.prompt,"('clk', 'reset', 'addr', 'data_in', 'sdram_dq')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_secure_ALU_0001,cvdp_copilot_secure_ALU_0001:input.prompt,"('i_clk', 'i_rst_b', 'i_operand_a', 'i_operand_b', 'i_opcode', 'i_key_in')","('i_clk',)","('i_rst_b',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst_b', 'specification states reset behavior')"
cvdp_copilot_secure_read_write_bus_0001,cvdp_copilot_secure_read_write_bus_0001:input.prompt,(),(),(),True,False,False,False,False,True,False,True,True,True,"('specification requires comprehensive state reset coverage',)"
cvdp_copilot_secure_read_write_register_bank_0001,cvdp_copilot_secure_read_write_register_bank_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_secure_variable_timer_0001,cvdp_copilot_secure_variable_timer_0001:input.prompt,"('i_clk', 'i_rst_n', 'i_data_in', 'i_ack')","('i_clk',)","('i_rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst_n', 'specification states reset behavior')"
cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001,cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_serial_in_parallel_out_0004,cvdp_copilot_serial_in_parallel_out_0004:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_serial_in_parallel_out_0011,cvdp_copilot_serial_in_parallel_out_0011:input.prompt,"('clock', 'serial_in')","('clock',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: clock',)"
cvdp_copilot_serial_in_parallel_out_0014,cvdp_copilot_serial_in_parallel_out_0014:input.prompt,"('clk', 'reset_n', 'serial_in', 'shift_en', 'received')","('clk',)","('reset_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset_n', 'specification states reset behavior')"
cvdp_copilot_set_bit_calculator_0001,cvdp_copilot_set_bit_calculator_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_sigma_delta_audio_0007,cvdp_copilot_sigma_delta_audio_0007:input.prompt,"('clk_sig', 'clk_en_sig', 'load_data_sum', 'read_data_sum')","('clk_sig',)",(),True,False,False,False,False,False,False,False,True,False,"('clock ports: clk_sig',)"
cvdp_copilot_signal_correlator_0015,cvdp_copilot_signal_correlator_0015:input.prompt,"('clk', 'reset', 'input_signal', 'reference_signal')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_signed_adder_0001,cvdp_copilot_signed_adder_0001:input.prompt,"('i_clk', 'i_rst_n', 'i_start', 'i_enable', 'i_mode', 'i_clear', 'i_operand_a', 'i_operand_b')","('i_clk',)","('i_rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst_n', 'specification states reset behavior')"
cvdp_copilot_simple_spi_0001,cvdp_copilot_simple_spi_0001:input.prompt,"('i_clk', 'i_rst_b', 'i_data_in', 'i_enable', 'i_fault', 'i_clear')","('i_clk',)","('i_rst_b',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst_b', 'specification states reset behavior')"
cvdp_copilot_single_number_0001,cvdp_copilot_single_number_0001:input.prompt,"('i_clk', 'i_rst_n', 'i_ready', 'i_number')","('i_clk',)","('i_rst_n',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: i_clk', 'reset ports: i_rst_n', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_skid_buffer_0001,cvdp_copilot_skid_buffer_0001:input.prompt,"('clock', 'rst', 'data_i', 'valid_i', 'ready_i')","('clock',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clock', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_sobel_filter_0011,cvdp_copilot_sobel_filter_0011:input.prompt,"('clk', 'rst_n', 'pixel_in', 'valid_in')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_sorter_0001,cvdp_copilot_sorter_0001:input.prompt,(),(),(),True,False,False,True,False,False,False,False,True,True,"('specification uses explicit power-on or initial-state language',)"
cvdp_copilot_sorter_0003,cvdp_copilot_sorter_0003:input.prompt,"('clk', 'rst', 'start', 'in_data')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_sorter_0009,cvdp_copilot_sorter_0009:input.prompt,"('clk', 'rst', 'start', 'in_data')","('clk',)","('rst',)",True,True,False,True,False,False,False,False,True,True,"('clock ports: clk', 'reset ports: rst', 'specification uses explicit power-on or initial-state language')"
cvdp_copilot_sorter_0031,cvdp_copilot_sorter_0031:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_sorter_0051,cvdp_copilot_sorter_0051:input.prompt,"('clk', 'rst', 'start', 'in_data')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_sorter_0057,cvdp_copilot_sorter_0057:input.prompt,"('clk', 'rst', 'start', 'in_data', 'value')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_sorter_0059,cvdp_copilot_sorter_0059:input.prompt,"('clk', 'rst', 'start', 'in_data')","('clk',)","('rst',)",True,True,False,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst')"
cvdp_copilot_sound_generator_0001,cvdp_copilot_sound_generator_0001:input.prompt,"('clk', 'nrst', 'start', 'finish', 'sond_dur_ms_i', 'half_period_us_i')","('clk',)","('nrst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: nrst', 'specification states reset behavior')"
cvdp_copilot_sprite_0004,cvdp_copilot_sprite_0004:input.prompt,"('clk', 'rst_n', 'i_wait', 'pixel_out')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_sprite_0010,cvdp_copilot_sprite_0010:input.prompt,"('clk', 'rst_n', 'enb', 'rempty_in', 'rinc_in', 'i_byte')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
cvdp_copilot_square_root_0003,cvdp_copilot_square_root_0003:input.prompt,"('num',)",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_static_branch_predict_0001,cvdp_copilot_static_branch_predict_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_static_branch_predict_0009,cvdp_copilot_static_branch_predict_0009:input.prompt,"('fetch_rdata_i', 'fetch_pc_i', 'register_addr_i', 'fetch_valid_i')",(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_static_branch_predict_0013,cvdp_copilot_static_branch_predict_0013:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_static_branch_predict_0014,cvdp_copilot_static_branch_predict_0014:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_strobe_divider_0001,cvdp_copilot_strobe_divider_0001:input.prompt,"('Clk', 'Rst', 'In_Ratio', 'In_Valid', 'Out_Ready', 'value')","('Clk',)","('Rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: Clk', 'reset ports: Rst', 'specification states reset behavior')"
cvdp_copilot_swizzler_0009,cvdp_copilot_swizzler_0009:input.prompt,"('clk', 'reset', 'data_in', 'mapping_in', 'config_in')","('clk',)","('reset',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_swizzler_0014,cvdp_copilot_swizzler_0014:input.prompt,"('clk', 'reset', 'data_in', 'mapping_in', 'config_in', 'operation_mode')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_sync_lifo_0001,cvdp_copilot_sync_lifo_0001:input.prompt,(),(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_sync_lifo_0010,cvdp_copilot_sync_lifo_0010:input.prompt,"('clock', 'reset', 'write_en', 'read_en', 'data_in')","('clock',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clock', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_sync_serial_communication_0001,cvdp_copilot_sync_serial_communication_0001:input.prompt,"('Default',)",(),(),True,False,False,False,False,True,False,True,True,True,"('specification requires comprehensive state reset coverage',)"
cvdp_copilot_sync_serial_communication_0014,cvdp_copilot_sync_serial_communication_0014:input.prompt,"('clk', 'reset_n', 'sel', 'data_in')","('clk',)","('reset_n',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: reset_n', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_sync_serial_communication_0052,cvdp_copilot_sync_serial_communication_0052:input.prompt,"('clk', 'reset_n', 'sel', 'data_in')","('clk',)","('reset_n',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk', 'reset ports: reset_n', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_thermostat_0001,cvdp_copilot_thermostat_0001:input.prompt,"('i_clk', 'i_rst')","('i_clk',)","('i_rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: i_clk', 'reset ports: i_rst', 'specification states reset behavior')"
cvdp_copilot_ttc_lite_0001,cvdp_copilot_ttc_lite_0001:input.prompt,(),(),(),True,False,False,False,False,True,False,True,True,True,"('specification requires comprehensive state reset coverage',)"
cvdp_copilot_unpacker_one_hot_0001,cvdp_copilot_unpacker_one_hot_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_vending_machine_0001,cvdp_copilot_vending_machine_0001:input.prompt,"('clk', 'rst', 'item_button', 'cancel')","('clk',)","('rst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst', 'specification states reset behavior')"
cvdp_copilot_vga_controller_0001,cvdp_copilot_vga_controller_0001:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_vga_controller_0006,cvdp_copilot_vga_controller_0006:input.prompt,(),(),(),True,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_vga_controller_0026,cvdp_copilot_vga_controller_0026:input.prompt,"('clock', 'reset', 'color_in')","('clock',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clock', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_virtual2physical_tlb_0001,cvdp_copilot_virtual2physical_tlb_0001:input.prompt,"('clk', 'reset', 'virtual_address')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_wb2ahb_0001,cvdp_copilot_wb2ahb_0001:input.prompt,"('clk_i', 'rst_i', 'cyc_i', 'stb_i', 'we_i', 'hclk', 'hreset_n', 'hready')","('clk_i',)","('rst_i',)",True,True,True,False,False,True,False,True,True,True,"('clock ports: clk_i', 'reset ports: rst_i', 'specification states reset behavior', 'specification requires comprehensive state reset coverage')"
cvdp_copilot_word_change_detector_0001,cvdp_copilot_word_change_detector_0001:input.prompt,"('clk', 'reset', 'data_in', 'mask', 'match_pattern', 'enable', 'latch_pattern')","('clk',)","('reset',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: reset', 'specification states reset behavior')"
cvdp_copilot_word_reducer_0001,cvdp_copilot_word_reducer_0001:input.prompt,"('data_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_word_reducer_0008,cvdp_copilot_word_reducer_0008:input.prompt,"('data_in',)",(),(),False,False,False,False,False,False,False,False,True,False,()
cvdp_copilot_write_buffer_merge_0001,cvdp_copilot_write_buffer_merge_0001:input.prompt,"('clk', 'srst', 'wr_en_in', 'wr_addr_in', 'wr_data_in')","('clk',)","('srst',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: srst', 'specification states reset behavior')"
cvdp_copilot_write_through_data_direct_mapped_cache_0012,cvdp_copilot_write_through_data_direct_mapped_cache_0012:input.prompt,"('clk', 'rst_n', 'cpu_addr', 'cpu_dout', 'cpu_strobe', 'cpu_rw', 'uncached', 'mem_dout', 'mem_ready')","('clk',)","('rst_n',)",True,True,True,False,False,False,False,False,True,False,"('clock ports: clk', 'reset ports: rst_n', 'specification states reset behavior')"
